H,alpha,seed,kl,mean_payoff,mean_action,mean_body_out,fe_low,fe_mid,fe_high
50,0.70,7,0.020870,2.860770,0.931566,0.940809,-2.839900,-2.798160,-2.693809
50,0.80,7,0.000000,2.855176,0.934471,0.940589,-2.855176,-2.855176,-2.855176
50,0.90,7,0.030714,2.846760,0.938857,0.942063,-2.816046,-2.754618,-2.601047
50,1.00,7,0.045694,2.840705,0.941883,0.941883,-2.795010,-2.703622,-2.475149
50,0.00,8,2.085345,2.897000,0.905000,0.974764,-0.811655,3.359036,13.785762
50,0.10,8,1.834353,2.883405,0.912091,0.975907,-1.049052,2.619653,11.791416
50,0.20,8,1.617017,2.869550,0.919303,0.976513,-1.252533,1.981501,10.066587
50,0.30,8,1.229466,2.855382,0.926699,0.977331,-1.625916,0.833015,6.980343
50,0.40,8,1.301230,2.841353,0.934012,0.977529,-1.540124,1.062335,7.568483
50,0.50,8,1.047191,2.827175,0.941406,0.977812,-1.779983,0.314399,5.550355
50,0.60,8,1.028043,2.813200,0.948668,0.977780,-1.785156,0.270930,5.411148
50,0.70,8,1.021839,2.798626,0.956300,0.978286,-1.776787,0.266891,5.376086
50,0.80,8,1.041932,2.784580,0.963598,0.978248,-1.742648,0.341217,5.550879
50,0.90,8,1.108569,2.770525,0.970907,0.978230,-1.661957,0.555181,6.098024
50,1.00,8,1.110124,2.755754,0.978643,0.978643,-1.645630,0.574618,6.125238
50,0.00,9,1.508276,2.887000,0.896000,0.981297,-1.378724,1.637828,9.179207
50,0.10,9,1.239336,2.870550,0.904585,0.981851,-1.631214,0.847458,7.044139
50,0.20,9,1.027114,2.853790,0.913334,0.982671,-1.826676,0.227552,5.363123
50,0.30,9,0.921448,2.836932,0.922134,0.983113,-1.915484,-0.072589,4.534649
50,0.40,9,0.793530,2.820220,0.930862,0.983154,-2.026690,-0.439629,3.528022
50,0.50,9,0.852313,2.803193,0.939723,0.983446,-1.950880,-0.246254,4.015311
50,0.60,9,0.793526,2.786090,0.948650,0.983750,-1.992565,-0.405514,3.562114
50,0.70,9,0.791003,2.768757,0.957710,0.984157,-1.977754,-0.395747,3.559269
50,0.80,9,0.838911,2.751766,0.966575,0.984219,-1.912855,-0.235032,3.959526
50,0.90,9,0.831019,2.734667,0.975503,0.984337,-1.903648,-0.241610,3.913486
50,1.00,9,0.912540,2.717601,0.984390,0.984390,-1.805061,0.020020,4.582722
50,0.00,10,1.447651,2.901000,0.909500,0.808205,-1.453349,1.441952,8.680206
50,0.10,10,1.178748,2.919926,0.899627,0.810770,-1.741177,0.616320,6.510062
50,0.20,10,1.089271,2.939371,0.889475,0.809377,-1.850100,0.328441,5.774795
50,0.30,10,0.918003,2.957657,0.879900,0.810834,-2.039654,-0.203648,4.386367
50,0.40,10,0.805301,2.978487,0.869043,0.808357,-2.173186,-0.562583,3.463924
50,0.50,10,0.736651,2.999382,0.858072,0.806643,-2.262731,-0.789430,2.893823
50,0.60,10,0.696593,3.019622,0.847462,0.806103,-2.323029,-0.929843,2.553121
50,0.70,10,0.696922,3.041531,0.835992,0.804489,-2.344609,-0.950764,2.533848
50,0.80,10,0.676822,3.062125,0.825437,0.804422,-2.385303,-1.031660,2.352448
50,0.90,10,0.575978,3.083528,0.814024,0.803416,-2.507550,-1.355593,1.524298
50,1.00,10,0.476484,3.106811,0.801980,0.801980,-2.630327,-1.677359,0.705059
50,0.00,11,1.180347,2.902000,0.908500,0.989178,-1.721653,0.639040,6.540775
50,0.10,11,1.047313,2.886295,0.916630,0.989800,-1.838982,0.255643,5.492206
50,0.20,11,0.686454,2.870295,0.924915,0.990575,-2.183842,-0.810935,2.621333
50,0.30,11,0.494439,2.854107,0.933302,0.991172,-2.359668,-1.370790,1.101403
50,0.40,11,0.424888,2.837993,0.941647,0.991367,-2.413105,-1.563328,0.561114
50,0.50,11,0.216131,2.821757,0.950059,0.991618,-2.605627,-2.173366,-1.092713
50,0.60,11,0.155626,2.805343,0.958553,0.991921,-2.649717,-2.338465,-1.560334
50,0.70,11,0.009501,2.788959,0.967047,0.992139,-2.779458,-2.760457,-2.712954
50,0.80,11,0.000000,2.772712,0.975467,0.992209,-2.772712,-2.772712,-2.772712
50,0.90,11,0.000000,2.756253,0.983989,0.992376,-2.756253,-2.756253,-2.756253
50,1.00,11,0.045260,2.739948,0.992423,0.992423,-2.694687,-2.604167,-2.377866
50,0.00,12,0.659419,2.900000,0.906000,0.982919,-2.240581,-0.921742,2.375355
50,0.10,12,0.522272,2.885202,0.913695,0.982954,-2.362930,-1.318386,1.292975
50,0.20,12,0.466115,2.870225,0.921492,0.983459,-2.404110,-1.471881,0.858692
50,0.30,12,0.385698,2.855121,0.929359,0.983863,-2.469423,-1.698027,0.230462
50,0.40,12,0.260763,2.840056,0.937181,0.983952,-2.579293,-2.057767,-0.753953
50,0.50,12,0.244512,2.824262,0.945387,0.984774,-2.579751,-2.090728,-0.868170
50,0.60,12,0.230350,2.809587,0.953029,0.984381,-2.579238,-2.118538,-0.966789
50,0.70,12,0.290136,2.793841,0.961245,0.984921,-2.503705,-1.923433,-0.472752
50,0.80,12,0.341534,2.778607,0.969159,0.984949,-2.437073,-1.754005,-0.046334
50,0.90,12,0.286920,2.762882,0.977325,0.985250,-2.475961,-1.902120,-0.467518
50,1.00,12,0.243259,2.747540,0.985313,0.985313,-2.504281,-2.017763,-0.801468
50,0.00,13,0.927347,2.889000,0.901000,0.973413,-1.961653,-0.106960,4.529774
50,0.10,13,0.770460,2.875067,0.908440,0.975404,-2.104607,-0.563688,3.288610
50,0.20,13,0.497721,2.860842,0.916020,0.976099,-2.363121,-1.367679,1.120928
50,0.30,13,0.270097,2.845988,0.923957,0.977524,-2.575891,-2.035697,-0.685212
50,0.40,13,0.133895,2.831316,0.931787,0.977968,-2.697421,-2.429631,-1.760157
50,0.50,13,0.000000,2.816489,0.939716,0.978431,-2.816489,-2.816489,-2.816489
50,0.60,13,0.000000,2.801250,0.947825,0.979041,-2.801250,-2.801250,-2.801250
50,0.70,13,0.000000,2.785913,0.956009,0.979584,-2.785913,-2.785913,-2.785913
50,0.80,13,0.000000,2.771331,0.963807,0.979509,-2.771331,-2.771331,-2.771331
50,0.90,13,0.000000,2.756186,0.971891,0.979768,-2.756186,-2.756186,-2.756186
50,1.00,13,0.000000,2.740592,0.980211,0.980211,-2.740592,-2.740592,-2.740592
50,0.00,14,1.992718,2.904500,0.912000,0.939853,-0.911782,3.073655,13.037246
50,0.10,14,1.831250,2.899084,0.914817,0.940165,-1.067834,2.594666,11.750917
50,0.20,14,1.647885,2.893692,0.917622,0.940109,-1.245807,2.049963,10.289388
50,0.30,14,1.459160,2.888203,0.920493,0.940310,-1.429043,1.489278,8.785079
50,0.40,14,1.481504,2.883020,0.923210,0.940024,-1.401516,1.561493,8.969014
50,0.50,14,1.254299,2.878042,0.925784,0.939567,-1.623743,0.884854,7.156348
50,0.60,14,1.262906,2.871946,0.928908,0.940180,-1.609040,0.916772,7.231303
50,0.70,14,1.205809,2.866550,0.931717,0.940167,-1.660741,0.750876,6.779920
50,0.80,14,1.205273,2.862203,0.934028,0.939535,-1.656930,0.753615,6.779978
50,0.90,14,1.228418,2.855681,0.937446,0.940274,-1.627263,0.829574,6.971665
50,1.00,14,1.233250,2.850481,0.940143,0.940143,-1.617231,0.849268,7.015516
50,0.00,15,0.973865,2.902500,0.909000,0.981392,-1.928635,0.019094,4.888419
50,0.10,15,0.681323,2.888384,0.916301,0.982014,-2.207061,-0.844415,2.562199
50,0.20,15,0.506508,2.874050,0.923718,0.982590,-2.367542,-1.354527,1.178013
50,0.30,15,0.435498,2.859816,0.931069,0.982562,-2.424318,-1.553321,0.624171
50,0.40,15,0.276977,2.845266,0.938614,0.983036,-2.568288,-2.014334,-0.629449
50,0.50,15,0.164388,2.830769,0.946103,0.983205,-2.666381,-2.337606,-1.515668
50,0.60,15,0.181472,2.816122,0.953688,0.983480,-2.634650,-2.271705,-1.364343
50,0.70,15,0.168098,2.801639,0.961201,0.983573,-2.633541,-2.297346,-1.456857
50,0.80,15,0.110773,2.786940,0.968789,0.983736,-2.676167,-2.454620,-1.900753
50,0.90,15,0.200531,2.772125,0.976465,0.983962,-2.571594,-2.170531,-1.167874
50,1.00,15,0.140748,2.757299,0.984155,0.984155,-2.616551,-2.335055,-1.631315
50,0.00,16,1.686338,2.892000,0.901000,0.989125,-1.205662,2.167013,10.598701
50,0.10,16,1.484061,2.874990,0.909907,0.990068,-1.390929,1.577194,8.997500
50,0.20,16,1.214652,2.857651,0.918983,0.990913,-1.642998,0.786306,6.859568
50,0.30,16,1.029096,2.840215,0.928116,0.991387,-1.811119,0.247074,5.392556
50,0.40,16,0.870627,2.822785,0.937240,0.991601,-1.952157,-0.210903,4.142234
50,0.50,16,0.741331,2.805305,0.946405,0.991811,-2.063974,-0.581312,3.125344
50,0.60,16,0.742431,2.787749,0.955588,0.991981,-2.045318,-0.560456,3.151698
50,0.70,16,0.763789,2.770380,0.964692,0.991989,-2.006590,-0.479012,3.339935
50,0.80,16,0.829389,2.752431,0.974066,0.992333,-1.923041,-0.264263,3.882683
50,0.90,16,0.792071,2.734911,0.983261,0.992401,-1.942840,-0.358698,3.601656
50,1.00,16,0.793448,2.717233,0.992517,0.992517,-1.923785,-0.336890,3.630348
50,0.00,17,1.598003,2.892500,0.904000,0.953673,-1.294497,1.901510,9.891526
50,0.10,17,1.335483,2.882999,0.909108,0.955078,-1.547517,1.123449,7.800863
50,0.20,17,1.184228,2.872743,0.914602,0.957011,-1.688515,0.679940,6.601079
50,0.30,17,0.968343,2.862155,0.920294,0.958314,-1.893811,0.042875,4.884593
50,0.40,17,0.777773,2.851411,0.926076,0.959191,-2.073639,-0.518093,3.370770
50,0.50,17,0.677783,2.840653,0.931839,0.959679,-2.162869,-0.807303,2.581612
50,0.60,17,0.642719,2.829405,0.937879,0.960464,-2.186685,-0.901247,2.312350
50,0.70,17,0.591351,2.817163,0.944419,0.961741,-2.225812,-1.043109,1.913646
50,0.80,17,0.562775,2.806058,0.950342,0.961927,-2.243283,-1.117733,1.696143
50,0.90,17,0.717240,2.795568,0.955945,0.961717,-2.078328,-0.643848,2.942351
50,1.00,17,0.566360,2.783602,0.962384,0.962384,-2.217241,-1.084520,1.747282
50,0.00,18,1.710750,2.894000,0.902000,0.990360,-1.183250,2.238250,10.792001
50,0.10,18,1.472075,2.876965,0.910876,0.990763,-1.404890,1.539260,8.899635
50,0.20,18,1.040865,2.859740,0.919854,0.991269,-1.818875,0.262856,5.467183
50,0.30,18,0.739124,2.842379,0.928890,0.991632,-2.103255,-0.625008,3.070612
50,0.40,18,0.323180,2.824921,0.937990,0.991975,-2.501741,-1.855380,-0.239477
50,0.50,18,0.388849,2.807402,0.947116,0.992232,-2.418553,-1.640856,0.303388
50,0.60,18,0.252229,2.790069,0.956148,0.992247,-2.537841,-2.033383,-0.772240
50,0.70,18,0.177563,2.772317,0.965398,0.992568,-2.594754,-2.239627,-1.351811
50,0.80,18,0.228182,2.754964,0.974440,0.992550,-2.526783,-2.070420,-0.929512
50,0.90,18,0.278141,2.737417,0.983581,0.992646,-2.459276,-1.902993,-0.512287
50,1.00,18,0.248360,2.719995,0.992649,0.992649,-2.471634,-1.974913,-0.733111
50,0.00,19,0.740127,2.921000,0.924000,0.993109,-2.180873,-0.700620,3.000014
50,0.10,19,0.664234,2.907354,0.930949,0.993491,-2.243121,-0.914654,2.406514
50,0.20,19,0.567592,2.893665,0.937922,0.993608,-2.326073,-1.190888,1.647074
50,0.30,19,0.539981,2.879967,0.944896,0.993653,-2.339986,-1.260024,1.439881
50,0.40,19,0.463359,2.866212,0.951905,0.993763,-2.402853,-1.476136,0.840657
50,0.50,19,0.511238,2.852390,0.958947,0.993894,-2.341152,-1.318677,1.237513
50,0.60,19,0.521073,2.838662,0.965936,0.993893,-2.317589,-1.275444,1.329918
50,0.70,19,0.566569,2.824875,0.972949,0.993927,-2.258305,-1.125166,1.707681
50,0.80,19,0.512570,2.810948,0.980053,0.994066,-2.298378,-1.273238,1.289612
50,0.90,19,0.546128,2.797263,0.987030,0.994033,-2.251135,-1.158879,1.571762
50,1.00,19,0.449067,2.783207,0.994179,0.994179,-2.334140,-1.436005,0.809332
100,0.00,0,1.428411,2.899000,0.906000,0.920716,-1.470589,1.386233,8.528289
100,0.10,0,1.263810,2.895708,0.907624,0.922236,-1.631898,0.895722,7.214771
100,0.20,0,1.209827,2.892175,0.909428,0.923138,-1.682348,0.737306,6.786440
100,0.30,0,1.107833,2.888041,0.911504,0.924347,-1.780209,0.435456,5.974620
100,0.40,0,1.027089,2.884438,0.913263,0.924158,-1.857349,0.196828,5.332271
100,0.50,0,1.072578,2.879650,0.915751,0.925501,-1.807073,0.338083,5.700972
100,0.60,0,1.026018,2.875546,0.917854,0.925756,-1.849528,0.202509,5.332602
100,0.70,0,1.135322,2.872074,0.919404,0.925149,-1.736752,0.533893,6.210504
100,0.80,0,1.150070,2.867566,0.921702,0.925628,-1.717496,0.582644,6.332994
100,0.90,0,1.136590,2.861684,0.924787,0.926874,-1.725094,0.548086,6.231037
100,1.00,0,1.150992,2.856720,0.927224,0.927224,-1.705727,0.596258,6.351220
100,0.00,1,1.862413,2.877000,0.887000,0.985210,-1.014587,2.710238,12.022300
100,0.10,1,1.618073,2.858233,0.896808,0.985081,-1.240161,1.995984,10.086347
100,0.20,1,1.245365,2.839140,0.906781,0.985904,-1.593775,0.896954,7.123776
100,0.30,1,1.181849,2.820154,0.916685,0.985951,-1.638304,0.725394,6.634641
100,0.40,1,1.038727,2.801041,0.926692,0.986231,-1.762314,0.315139,5.508773
100,0.50,1,0.902248,2.782066,0.936616,0.986232,-1.879818,-0.075323,4.435916
100,0.60,1,0.845314,2.762925,0.946603,0.986338,-1.917611,-0.226984,3.999584
100,0.70,1,0.838575,2.743232,0.956863,0.986804,-1.904657,-0.227508,3.965364
100,0.80,1,0.861056,2.724588,0.966634,0.986542,-1.863532,-0.141420,4.163860
100,0.90,1,0.798062,2.705394,0.976647,0.986608,-1.907332,-0.311208,3.679101
100,1.00,1,0.844339,2.686160,0.986717,0.986717,-1.841821,-0.153144,4.068549
100,0.00,2,0.817816,2.900500,0.908500,0.882767,-2.082684,-0.447053,3.642025
100,0.10,2,0.760647,2.905433,0.905889,0.882386,-2.144785,-0.623491,3.179746
100,0.20,2,0.625558,2.910133,0.903422,0.883110,-2.284575,-1.033458,2.094333
100,0.30,2,0.619256,2.914834,0.900946,0.883321,-2.295578,-1.057065,2.039216
100,0.40,2,0.640917,2.919195,0.898735,0.884088,-2.278278,-0.996445,2.208138
100,0.50,2,0.470199,2.923338,0.896480,0.884459,-2.453139,-1.512742,0.838253
100,0.60,2,0.423865,2.927459,0.894372,0.884953,-2.503594,-1.655864,0.463461
100,0.70,2,0.418992,2.931754,0.892033,0.884976,-2.512762,-1.674778,0.420183
100,0.80,2,0.473474,2.937143,0.889138,0.884298,-2.463669,-1.516721,0.850650
100,0.90,2,0.451794,2.940808,0.887206,0.884839,-2.489014,-1.585426,0.673543
100,1.00,2,0.528252,2.944006,0.885678,0.885678,-2.415753,-1.359248,1.282014
100,0.00,3,1.422597,2.886500,0.898000,0.948936,-1.463903,1.381290,8.494273
100,0.10,3,1.280660,2.876837,0.903153,0.949526,-1.596177,0.965142,7.368441
100,0.20,3,1.114838,2.866945,0.908408,0.950040,-1.752107,0.477569,6.051760
100,0.30,3,0.948065,2.857156,0.913599,0.949997,-1.909091,-0.012961,4.727364
100,0.40,3,0.984718,2.847138,0.918925,0.950314,-1.862421,0.107014,5.030602
100,0.50,3,0.956994,2.837111,0.924310,0.950619,-1.880117,0.033871,4.818840
100,0.60,3,0.714532,2.827332,0.929523,0.950538,-2.112800,-0.683737,2.888921
100,0.70,3,0.719541,2.816568,0.935182,0.951116,-2.097028,-0.657947,2.939756
100,0.80,3,0.849201,2.806495,0.940554,0.951192,-1.957294,-0.258892,3.987114
100,0.90,3,0.707622,2.796091,0.946175,0.951527,-2.088469,-0.673226,2.864882
100,1.00,3,0.874302,2.786212,0.951357,0.951357,-1.911911,-0.163307,4.208201
100,0.00,4,1.952761,2.887500,0.896500,0.925000,-0.934739,2.970783,12.734587
100,0.10,4,1.521114,2.881507,0.899553,0.927032,-1.360393,1.681836,9.287407
100,0.20,4,1.343931,2.875680,0.902537,0.926686,-1.531748,1.156114,7.875771
100,0.30,4,1.253183,2.869320,0.905799,0.927496,-1.616137,0.890228,7.156143
100,0.40,4,0.960210,2.862781,0.909145,0.928112,-1.902572,0.017847,4.818895
100,0.50,4,0.733953,2.856112,0.912540,0.928580,-2.122160,-0.654254,3.015509
100,0.60,4,0.597717,2.850152,0.915606,0.928343,-2.252435,-1.057002,1.931582
100,0.70,4,0.539102,2.842875,0.919350,0.929143,-2.303773,-1.225570,1.469938
100,0.80,4,0.499781,2.836654,0.922622,0.929153,-2.336873,-1.337312,1.161592
100,0.90,4,0.534755,2.827807,0.927045,0.930439,-2.293052,-1.223543,1.450231
100,1.00,4,0.434028,2.822017,0.930175,0.930175,-2.387989,-1.519934,0.650205
100,0.00,5,1.659250,2.893500,0.901000,0.991664,-1.234250,2.084251,10.380502
100,0.10,5,1.532277,2.875940,0.910119,0.992186,-1.343663,1.720891,9.382275
100,0.20,5,1.325212,2.858262,0.919296,0.992482,-1.533050,1.117374,7.743434
100,0.30,5,1.058788,2.840518,0.928510,0.992701,-1.781730,0.335846,5.629785
100,0.40,5,0.889592,2.822569,0.937829,0.993073,-1.932977,-0.153792,4.294170
100,0.50,5,0.762056,2.804645,0.947141,0.993282,-2.042589,-0.518477,3.291803
100,0.60,5,0.711403,2.786893,0.956361,0.993268,-2.075490,-0.652685,2.904329
100,0.70,5,0.708288,2.768865,0.965716,0.993451,-2.060577,-0.644001,2.897440
100,0.80,5,0.786111,2.750868,0.975061,0.993576,-1.964758,-0.392536,3.538018
100,0.90,5,0.699146,2.732909,0.984406,0.993673,-2.033763,-0.635471,2.860258
100,1.00,5,0.796315,2.714910,0.993745,0.993745,-1.918595,-0.325965,3.655611
100,0.00,6,1.647114,2.892000,0.900500,0.966849,-1.244886,2.049341,10.284909
100,0.10,6,1.308426,2.879097,0.907215,0.967648,-1.570670,1.046183,7.588315
100,0.20,6,0.957682,2.865864,0.914109,0.968545,-1.908183,0.007181,4.795590
100,0.30,6,0.774868,2.852468,0.921078,0.969092,-2.077600,-0.527865,3.346474
100,0.40,6,0.529283,2.838707,0.928261,0.969903,-2.309424,-1.250858,1.395557
100,0.50,6,0.443851,2.824849,0.935470,0.970440,-2.380998,-1.493296,0.725958
100,0.60,6,0.398258,2.811562,0.942395,0.970326,-2.413304,-1.616788,0.374501
100,0.70,6,0.219841,2.797704,0.949608,0.970654,-2.577863,-2.138182,-1.038979
100,0.80,6,0.487949,2.784540,0.956494,0.970492,-2.296591,-1.320693,1.119052
100,0.90,6,0.349188,2.770768,0.963656,0.970673,-2.421581,-1.723205,0.022734
100,1.00,6,0.496679,2.756748,0.970997,0.970997,-2.260069,-1.266711,1.216685
100,0.00,7,0.681316,2.887000,0.897500,0.988381,-2.205684,-0.843051,2.563530
100,0.10,7,0.462399,2.869675,0.906631,0.988812,-2.407276,-1.482478,0.829516
100,0.20,7,0.467479,2.852344,0.915767,0.988834,-2.384866,-1.449908,0.887486
100,0.30,7,0.229730,2.834651,0.925094,0.989479,-2.604921,-2.145461,-0.996812
100,0.40,7,0.298722,2.817194,0.934294,0.989486,-2.518472,-1.921027,-0.427414
100,0.50,7,0.240153,2.799688,0.943522,0.989545,-2.559535,-2.079228,-0.878461
100,0.60,7,0.240987,2.781999,0.952833,0.989721,-2.541013,-2.059040,-0.854107
100,0.70,7,0.204432,2.764111,0.962260,0.990015,-2.559678,-2.150813,-1.128651
100,0.80,7,0.121890,2.746764,0.971417,0.989896,-2.624874,-2.381093,-1.771641
100,0.90,7,0.260583,2.729158,0.980687,0.989930,-2.468574,-1.947408,-0.644492
100,1.00,7,0.224089,2.711150,0.990151,0.990151,-2.487061,-2.038882,-0.918434
100,0.00,8,1.677883,2.893500,0.901000,0.980830,-1.215617,2.140150,10.529567
100,0.10,8,1.374275,2.877777,0.909146,0.982459,-1.503502,1.245048,8.116423
100,0.20,8,1.248970,2.861631,0.917511,0.983555,-1.612661,0.885278,7.130127
100,0.30,8,1.054767,2.844829,0.926229,0.985096,-1.790062,0.319471,5.593305
100,0.40,8,0.953881,2.828400,0.934743,0.985358,-1.874519,0.033243,4.802649
100,0.50,8,0.837006,2.811621,0.943456,0.985912,-1.974615,-0.300604,3.884424
100,0.60,8,0.698114,2.794672,0.952255,0.986425,-2.096558,-0.700330,2.790239
100,0.70,8,0.710678,2.777741,0.961049,0.986785,-2.067063,-0.645707,2.907682
100,0.80,8,0.730977,2.760755,0.969852,0.987065,-2.029777,-0.567823,3.087064
100,0.90,8,0.683966,2.744149,0.978501,0.987113,-2.060183,-0.692250,2.727581
100,1.00,8,0.806692,2.727573,0.987085,0.987085,-1.920881,-0.307497,3.725963
100,0.00,9,1.529798,2.894000,0.904000,0.960431,-1.364202,1.695393,9.344380
100,0.10,9,1.336443,2.883082,0.909774,0.961744,-1.546638,1.126248,7.808465
100,0.20,9,1.064643,2.872077,0.915588,0.961939,-1.807434,0.321851,5.645065
100,0.30,9,0.990410,2.860590,0.921649,0.962830,-1.870180,0.110641,5.062693
100,0.40,9,0.715979,2.849123,0.927730,0.963324,-2.133144,-0.701187,2.878706
100,0.50,9,0.756411,2.837542,0.933853,0.963706,-2.081131,-0.568309,3.213745
100,0.60,9,0.549076,2.826193,0.939826,0.963710,-2.277117,-1.178965,1.566415
100,0.70,9,0.647527,2.814312,0.946147,0.964210,-2.166784,-0.871730,2.365906
100,0.80,9,0.676707,2.803033,0.952086,0.964108,-2.126327,-0.772913,2.610620
100,0.90,9,0.708060,2.791278,0.958337,0.964375,-2.083217,-0.667097,2.873205
100,1.00,9,0.719582,2.779831,0.964335,0.964335,-2.060249,-0.621084,2.976828
100,0.00,10,1.280450,2.895000,0.902000,0.968267,-1.614550,0.946351,7.348603
100,0.10,10,1.106683,2.882037,0.908689,0.968886,-1.775355,0.438011,5.971424
100,0.20,10,0.917803,2.868704,0.915565,0.969826,-1.950902,-0.115297,4.473716
100,0.30,10,0.748783,2.855329,0.922458,0.970195,-2.106545,-0.608979,3.134937
100,0.40,10,0.429179,2.841226,0.929749,0.971373,-2.412047,-1.553690,0.592204
100,0.50,10,0.385533,2.827556,0.936797,0.971594,-2.442023,-1.670956,0.256710
100,0.60,10,0.370549,2.813940,0.943864,0.971774,-2.443391,-1.702292,0.150454
100,0.70,10,0.200689,2.799575,0.951213,0.972304,-2.598885,-2.197507,-1.194059
100,0.80,10,0.308211,2.785112,0.958734,0.972918,-2.476902,-1.860481,-0.319428
100,0.90,10,0.372751,2.771215,0.965896,0.972995,-2.398463,-1.652961,0.210796
100,1.00,10,0.358237,2.756799,0.973325,0.973325,-2.398562,-1.682089,0.109094
100,0.00,11,2.075305,2.878000,0.888500,0.972621,-0.802695,3.347914,13.724438
100,0.10,11,1.849049,2.861830,0.896974,0.973242,-1.012781,2.685318,11.930566
100,0.20,11,1.394803,2.845350,0.905605,0.974024,-1.450547,1.339059,8.313074
100,0.30,11,1.134866,2.829056,0.914144,0.973980,-1.694190,0.575543,6.249874
100,0.40,11,0.994591,2.812386,0.922856,0.974389,-1.817795,0.171387,5.144342
100,0.50,11,0.897080,2.795677,0.931614,0.974728,-1.898597,-0.104437,4.380964
100,0.60,11,0.904805,2.778944,0.940376,0.974961,-1.874140,-0.064531,4.459493
100,0.70,11,0.848988,2.761601,0.949458,0.975582,-1.912614,-0.214639,4.030299
100,0.80,11,0.946853,2.744814,0.958247,0.975684,-1.797961,0.095745,4.830011
100,0.90,11,0.845256,2.728059,0.966989,0.975710,-1.882803,-0.192291,4.033989
100,1.00,11,0.893692,2.711140,0.975848,0.975848,-1.817448,-0.030064,4.438395
100,0.00,12,0.633153,2.881000,0.896500,0.958462,-2.247847,-0.981541,2.184225
100,0.10,12,0.479375,2.869691,0.902707,0.958567,-2.390317,-1.431567,0.965306
100,0.20,12,0.460949,2.858125,0.909063,0.959313,-2.397177,-1.475279,0.829465
100,0.30,12,0.416475,2.846478,0.915448,0.959661,-2.430002,-1.597052,0.485324
100,0.40,12,0.398163,2.834467,0.922023,0.960308,-2.436303,-1.639976,0.350840
100,0.50,12,0.275665,2.822468,0.928577,0.960654,-2.546803,-1.995473,-0.617146
100,0.60,12,0.419315,2.810793,0.934988,0.960647,-2.391479,-1.552850,0.543723
100,0.70,12,0.376431,2.798634,0.941652,0.961003,-2.422203,-1.669340,0.212816
100,0.80,12,0.370141,2.786855,0.948101,0.961001,-2.416714,-1.676431,0.174275
100,0.90,12,0.472966,2.774316,0.954978,0.961476,-2.301350,-1.355418,1.009414
100,1.00,12,0.378164,2.762275,0.961609,0.961609,-2.384111,-1.627784,0.263034
100,0.00,13,1.204301,2.898000,0.910000,0.982315,-1.693699,0.714902,6.736406
100,0.10,13,1.062306,2.884450,0.917295,0.982951,-1.822144,0.302468,5.613998
100,0.20,13,0.764273,2.870790,0.924657,0.983285,-2.106517,-0.577971,3.243393
100,0.30,13,0.562763,2.857046,0.932048,0.983493,-2.294283,-1.168757,1.645058
100,0.40,13,0.544839,2.842888,0.939674,0.984184,-2.298049,-1.208370,1.515826
100,0.50,13,0.532146,2.829231,0.947015,0.984030,-2.297084,-1.232792,1.427939
100,0.60,13,0.488139,2.815270,0.954525,0.984208,-2.327131,-1.350852,1.089844
100,0.70,13,0.444255,2.801192,0.962103,0.984433,-2.356937,-1.468426,0.752851
100,0.80,13,0.465656,2.786922,0.969773,0.984716,-2.321266,-1.389954,0.938327
100,0.90,13,0.548642,2.773368,0.977056,0.984506,-2.224726,-1.127441,1.615772
100,1.00,13,0.479785,2.758914,0.984799,0.984799,-2.279129,-1.319559,1.079365
100,0.00,14,0.707930,2.889000,0.899500,0.996179,-2.181070,-0.765211,2.774436
100,0.10,14,0.729162,2.870650,0.909180,0.996295,-2.141488,-0.683164,2.962647
100,0.20,14,0.639246,2.852268,0.918876,0.996378,-2.213022,-0.934531,2.261699
100,0.30,14,0.455007,2.833825,0.928602,0.996507,-2.378818,-1.468805,0.806229
100,0.40,14,0.456034,2.815399,0.938315,0.996538,-2.359366,-1.447298,0.832870
100,0.50,14,0.527909,2.796890,0.948095,0.996690,-2.268981,-1.213163,1.426383
100,0.60,14,0.489475,2.778407,0.957848,0.996746,-2.288933,-1.309983,1.137390
100,0.70,14,0.486308,2.760039,0.967530,0.996686,-2.273731,-1.301114,1.130428
100,0.80,14,0.480317,2.741524,0.977303,0.996754,-2.261207,-1.300573,1.101012
100,0.90,14,0.470169,2.723022,0.987060,0.996788,-2.252854,-1.312516,1.038327
100,1.00,14,0.447355,2.704501,0.996840,0.996840,-2.257146,-1.362436,0.874340
100,0.00,15,1.270172,2.892500,0.902500,0.962661,-1.622328,0.918015,7.268874
100,0.10,15,1.086261,2.880815,0.908598,0.963477,-1.794553,0.377969,5.809275
100,0.20,15,0.771655,2.868737,0.914877,0.964385,-2.097082,-0.553772,3.304504
100,0.30,15,0.624241,2.856759,0.921143,0.964644,-2.232518,-0.984036,2.137170
100,0.40,15,0.428620,2.843643,0.927969,0.966172,-2.415023,-1.557783,0.585316
100,0.50,15,0.444794,2.832023,0.934027,0.965554,-2.387230,-1.497642,0.726326
100,0.60,15,0.480999,2.819763,0.940426,0.965710,-2.338765,-1.376767,1.028227
100,0.70,15,0.408044,2.806653,0.947242,0.966417,-2.398609,-1.582521,0.457699
100,0.80,15,0.377114,2.793428,0.954160,0.967075,-2.416314,-1.662086,0.223485
100,0.90,15,0.426430,2.781918,0.960098,0.966498,-2.355488,-1.502629,0.629519
