mode,alpha,seed,H,kl_noisy,mean_body_out,rho_current,action_var
coupled,-1.0,14,225,1.082627,0.980732,0.9900,0.03582218
coupled,-1.0,14,240,1.009286,0.980290,0.9900,0.03583148
coupled,-1.0,14,255,1.167172,0.980172,0.9900,0.03572109
coupled,-1.0,14,270,1.259319,0.980555,0.9900,0.03588699
coupled,-1.0,14,285,1.205139,0.980126,0.9900,0.03608713
coupled,-1.0,14,300,1.027906,0.980526,0.9900,0.03573357
coupled,0.0,15,0,4.307814,0.860333,0.9000,0.09159600
coupled,0.0,15,15,2.334519,0.987159,0.9900,0.09159600
coupled,0.0,15,30,2.183636,0.989384,0.9900,0.09159600
coupled,0.0,15,45,1.996824,0.988941,0.9900,0.09159600
coupled,0.0,15,60,2.032043,0.988214,0.9900,0.09159600
coupled,0.0,15,75,2.012383,0.987444,0.9900,0.09159600
coupled,0.0,15,90,1.950472,0.986791,0.9900,0.09159600
coupled,0.0,15,105,1.964668,0.986562,0.9900,0.09159600
coupled,0.0,15,120,2.022568,0.986092,0.9900,0.09159600
coupled,0.0,15,135,1.952703,0.985837,0.9900,0.09159600
coupled,0.0,15,150,2.074424,0.985075,0.9900,0.09159600
coupled,0.0,15,165,1.981589,0.985070,0.9900,0.09159600
coupled,0.0,15,180,2.027051,0.985015,0.9900,0.09159600
coupled,0.0,15,195,2.046291,0.984181,0.9900,0.09159600
coupled,0.0,15,210,2.104147,0.984564,0.9900,0.09159600
coupled,0.0,15,225,2.064331,0.983632,0.9900,0.09159600
coupled,0.0,15,240,2.117894,0.983130,0.9900,0.09159600
coupled,0.0,15,255,1.988006,0.982927,0.9900,0.09159600
coupled,0.0,15,270,1.987537,0.982453,0.9900,0.09159600
coupled,0.0,15,285,2.100612,0.982158,0.9900,0.09159600
coupled,0.0,15,300,2.112552,0.982148,0.9900,0.09159600
coupled,0.5,15,0,3.141593,0.874536,0.9000,0.03622405
coupled,0.5,15,15,1.004957,0.990828,0.9900,0.02338151
coupled,0.5,15,30,0.850565,0.992254,0.9900,0.02317152
coupled,0.5,15,45,0.683897,0.992255,0.9900,0.02307675
coupled,0.5,15,60,0.722847,0.991769,0.9900,0.02306015
coupled,0.5,15,75,0.752399,0.991226,0.9900,0.02308753
coupled,0.5,15,90,0.662662,0.990689,0.9900,0.02308327
coupled,0.5,15,105,0.656389,0.990501,0.9900,0.02310028
coupled,0.5,15,120,0.741629,0.990101,0.9900,0.02314391
coupled,0.5,15,135,0.653226,0.989897,0.9900,0.02309426
coupled,0.5,15,150,0.757947,0.989440,0.9900,0.02314647
coupled,0.5,15,165,0.681467,0.989256,0.9900,0.02312532
coupled,0.5,15,180,0.704682,0.988963,0.9900,0.02310801
coupled,0.5,15,195,0.750587,0.988455,0.9900,0.02312492
coupled,0.5,15,210,0.821101,0.988529,0.9900,0.02311544
coupled,0.5,15,225,0.785893,0.987823,0.9900,0.02310287
coupled,0.5,15,240,0.836097,0.987458,0.9900,0.02313010
coupled,0.5,15,255,0.711701,0.987071,0.9900,0.02313222
coupled,0.5,15,270,0.704547,0.986579,0.9900,0.02319039
coupled,0.5,15,285,0.777683,0.986318,0.9900,0.02315727
coupled,0.5,15,300,0.831351,0.986265,0.9900,0.02320983
coupled,1.0,15,0,2.139298,0.887156,0.9000,0.00950794
coupled,1.0,15,15,0.847668,0.991625,0.9900,0.00001576
coupled,1.0,15,30,0.734043,0.992956,0.9900,0.00000708
coupled,1.0,15,45,0.568121,0.993110,0.9900,0.00000548
coupled,1.0,15,60,0.575751,0.992692,0.9900,0.00000549
coupled,1.0,15,75,0.637765,0.992212,0.9900,0.00000639
coupled,1.0,15,90,0.575427,0.991703,0.9900,0.00000701
coupled,1.0,15,105,0.544266,0.991516,0.9900,0.00000730
coupled,1.0,15,120,0.627235,0.991121,0.9900,0.00000891
coupled,1.0,15,135,0.561474,0.990925,0.9900,0.00000794
coupled,1.0,15,150,0.592429,0.990528,0.9900,0.00000981
coupled,1.0,15,165,0.558626,0.990258,0.9900,0.00000968
coupled,1.0,15,180,0.624631,0.989873,0.9900,0.00001014
coupled,1.0,15,195,0.632186,0.989404,0.9900,0.00001030
coupled,1.0,15,210,0.714274,0.989352,0.9900,0.00001178
coupled,1.0,15,225,0.702107,0.988655,0.9900,0.00001276
coupled,1.0,15,240,0.714466,0.988297,0.9900,0.00001285
coupled,1.0,15,255,0.612971,0.987842,0.9900,0.00001506
coupled,1.0,15,270,0.608989,0.987367,0.9900,0.00001656
coupled,1.0,15,285,0.656679,0.987189,0.9900,0.00001599
coupled,1.0,15,300,0.780847,0.987191,0.9900,0.00001616
coupled,-1.0,15,0,3.696853,0.865812,0.9000,0.06753301
coupled,-1.0,15,15,1.314062,0.989590,0.9900,0.04323507
coupled,-1.0,15,30,1.171453,0.991465,0.9900,0.04207684
coupled,-1.0,15,45,0.976665,0.991428,0.9900,0.04157489
coupled,-1.0,15,60,1.005929,0.990878,0.9900,0.04129215
coupled,-1.0,15,75,1.036581,0.990291,0.9900,0.04166947
coupled,-1.0,15,90,0.937241,0.989650,0.9900,0.04145404
coupled,-1.0,15,105,0.931300,0.989458,0.9900,0.04132610
coupled,-1.0,15,120,1.004721,0.989049,0.9900,0.04133081
coupled,-1.0,15,135,0.945457,0.988735,0.9900,0.04150019
coupled,-1.0,15,150,1.032363,0.988150,0.9900,0.04147983
coupled,-1.0,15,165,0.964648,0.987900,0.9900,0.04153832
coupled,-1.0,15,180,0.990011,0.987703,0.9900,0.04141560
coupled,-1.0,15,195,1.030338,0.987018,0.9900,0.04150222
coupled,-1.0,15,210,1.084627,0.987156,0.9900,0.04124352
coupled,-1.0,15,225,1.046379,0.986269,0.9900,0.04123630
coupled,-1.0,15,240,1.104304,0.985803,0.9900,0.04140453
coupled,-1.0,15,255,0.988258,0.985407,0.9900,0.04126072
coupled,-1.0,15,270,0.963004,0.984838,0.9900,0.04136919
coupled,-1.0,15,285,1.064452,0.984614,0.9900,0.04133190
coupled,-1.0,15,300,1.085219,0.984659,0.9900,0.04130337
coupled,0.0,16,0,2.519928,0.905031,0.9000,0.08732222
coupled,0.0,16,15,0.923628,0.983164,0.9900,0.08732222
coupled,0.0,16,30,0.789539,0.978277,0.9900,0.08732222
coupled,0.0,16,45,0.655237,0.972941,0.9900,0.08732222
coupled,0.0,16,60,0.568812,0.969210,0.9900,0.08732222
coupled,0.0,16,75,0.488062,0.966763,0.9900,0.08732222
coupled,0.0,16,90,0.431013,0.965471,0.9900,0.08732222
coupled,0.0,16,105,0.545915,0.963819,0.9900,0.08732222
coupled,0.0,16,120,0.591561,0.963265,0.9900,0.08732222
coupled,0.0,16,135,0.618619,0.962654,0.9900,0.08732222
coupled,0.0,16,150,0.564611,0.962363,0.9900,0.08732222
coupled,0.0,16,165,0.429339,0.961791,0.9900,0.08732222
coupled,0.0,16,180,0.561525,0.961627,0.9900,0.08732222
coupled,0.0,16,195,0.578186,0.961825,0.9900,0.08732222
coupled,0.0,16,210,0.566105,0.961373,0.9900,0.08732222
coupled,0.0,16,225,0.465011,0.961214,0.9900,0.08732222
coupled,0.0,16,240,0.500389,0.961754,0.9900,0.08732222
coupled,0.0,16,255,0.597933,0.960942,0.9900,0.08732222
coupled,0.0,16,270,0.407873,0.961260,0.9900,0.08732222
coupled,0.0,16,285,0.500647,0.961850,0.9900,0.08732222
coupled,0.0,16,300,0.506117,0.961906,0.9900,0.08732222
coupled,0.5,16,0,1.797866,0.914747,0.9000,0.03086426
coupled,0.5,16,15,0.493325,0.984541,0.9900,0.02224995
coupled,0.5,16,30,0.394475,0.979802,0.9900,0.02225339
coupled,0.5,16,45,0.310829,0.974541,0.9900,0.02238328
coupled,0.5,16,60,0.292248,0.970970,0.9900,0.02250779
coupled,0.5,16,75,0.234542,0.968643,0.9900,0.02252928
coupled,0.5,16,90,0.183209,0.967338,0.9900,0.02247532
coupled,0.5,16,105,0.301996,0.965877,0.9900,0.02261771
coupled,0.5,16,120,0.324869,0.965283,0.9900,0.02251974
coupled,0.5,16,135,0.358862,0.964771,0.9900,0.02254646
coupled,0.5,16,150,0.296211,0.964395,0.9900,0.02252145
coupled,0.5,16,165,0.188145,0.963875,0.9900,0.02253285
coupled,0.5,16,180,0.323549,0.963708,0.9900,0.02254797
coupled,0.5,16,195,0.330392,0.964024,0.9900,0.02259643
coupled,0.5,16,210,0.274990,0.963563,0.9900,0.02257288
coupled,0.5,16,225,0.216532,0.963399,0.9900,0.02260570
coupled,0.5,16,240,0.234527,0.963912,0.9900,0.02263912
coupled,0.5,16,255,0.312917,0.963260,0.9900,0.02267119
coupled,0.5,16,270,0.152098,0.963577,0.9900,0.02263099
coupled,0.5,16,285,0.258216,0.964074,0.9900,0.02256741
coupled,0.5,16,300,0.231549,0.964125,0.9900,0.02255588
coupled,1.0,16,0,1.514985,0.921541,0.9000,0.00278742
coupled,1.0,16,15,0.538802,0.985044,0.9900,0.00001841
coupled,1.0,16,30,0.473274,0.980382,0.9900,0.00002496
coupled,1.0,16,45,0.358747,0.975133,0.9900,0.00004193
coupled,1.0,16,60,0.371378,0.971652,0.9900,0.00005718
coupled,1.0,16,75,0.286285,0.969411,0.9900,0.00006315
coupled,1.0,16,90,0.253745,0.968111,0.9900,0.00006163
coupled,1.0,16,105,0.357814,0.966759,0.9900,0.00007181
coupled,1.0,16,120,0.404320,0.966159,0.9900,0.00007301
coupled,1.0,16,135,0.406905,0.965705,0.9900,0.00007257
coupled,1.0,16,150,0.338763,0.965287,0.9900,0.00007172
coupled,1.0,16,165,0.249407,0.964783,0.9900,0.00007264
coupled,1.0,16,180,0.359779,0.964624,0.9900,0.00008082
coupled,1.0,16,195,0.384626,0.964991,0.9900,0.00007525
coupled,1.0,16,210,0.330553,0.964525,0.9900,0.00008165
coupled,1.0,16,225,0.247843,0.964364,0.9900,0.00008172
coupled,1.0,16,240,0.287177,0.964862,0.9900,0.00008141
coupled,1.0,16,255,0.365584,0.964281,0.9900,0.00008540
coupled,1.0,16,270,0.201028,0.964585,0.9900,0.00008201
coupled,1.0,16,285,0.305659,0.965038,0.9900,0.00007497
coupled,1.0,16,300,0.294438,0.965087,0.9900,0.00007703
coupled,-1.0,16,0,1.983549,0.909935,0.9000,0.05066783
coupled,-1.0,16,15,0.569534,0.983975,0.9900,0.04153002
coupled,-1.0,16,30,0.465704,0.979236,0.9900,0.04072268
coupled,-1.0,16,45,0.358881,0.973877,0.9900,0.04055699
coupled,-1.0,16,60,0.325418,0.970273,0.9900,0.04002468
coupled,-1.0,16,75,0.259050,0.967940,0.9900,0.03993625
coupled,-1.0,16,90,0.209944,0.966708,0.9900,0.03967774
coupled,-1.0,16,105,0.331907,0.965228,0.9900,0.03963029
coupled,-1.0,16,120,0.355862,0.964684,0.9900,0.03959502
coupled,-1.0,16,135,0.384765,0.964164,0.9900,0.03949624
coupled,-1.0,16,150,0.330376,0.963821,0.9900,0.03951469
coupled,-1.0,16,165,0.206814,0.963272,0.9900,0.03930267
coupled,-1.0,16,180,0.351753,0.963120,0.9900,0.03948279
coupled,-1.0,16,195,0.358501,0.963405,0.9900,0.03953854
coupled,-1.0,16,210,0.306655,0.962977,0.9900,0.03952590
coupled,-1.0,16,225,0.236203,0.962846,0.9900,0.03945031
coupled,-1.0,16,240,0.274371,0.963331,0.9900,0.03936206
coupled,-1.0,16,255,0.345500,0.962674,0.9900,0.03952784
coupled,-1.0,16,270,0.185228,0.962982,0.9900,0.03952521
coupled,-1.0,16,285,0.284804,0.963519,0.9900,0.03938830
coupled,-1.0,16,300,0.261387,0.963559,0.9900,0.03941683
coupled,0.0,17,0,1.707220,0.868665,0.8802,0.09053289
coupled,0.0,17,15,2.206056,0.984531,0.9900,0.09053289
coupled,0.0,17,30,1.719489,0.992813,0.9900,0.09053289
coupled,0.0,17,45,1.688720,0.991640,0.9900,0.09053289
coupled,0.0,17,60,1.446627,0.990131,0.9900,0.09053289
coupled,0.0,17,75,1.545885,0.988975,0.9900,0.09053289
coupled,0.0,17,90,1.431874,0.988032,0.9900,0.09053289
coupled,0.0,17,105,1.394473,0.987156,0.9900,0.09053289
coupled,0.0,17,120,1.590342,0.986459,0.9900,0.09053289
coupled,0.0,17,135,1.280376,0.986163,0.9900,0.09053289
coupled,0.0,17,150,1.643326,0.985994,0.9900,0.09053289
coupled,0.0,17,165,1.482329,0.985724,0.9900,0.09053289
coupled,0.0,17,180,1.411183,0.985644,0.9900,0.09053289
coupled,0.0,17,195,1.179486,0.985971,0.9900,0.09053289
coupled,0.0,17,210,1.331069,0.985809,0.9900,0.09053289
coupled,0.0,17,225,1.365856,0.985504,0.9900,0.09053289
coupled,0.0,17,240,1.246502,0.985648,0.9900,0.09053289
coupled,0.0,17,255,1.310428,0.985894,0.9900,0.09053289
coupled,0.0,17,270,1.447418,0.986050,0.9900,0.09053289
coupled,0.0,17,285,1.343190,0.985933,0.9900,0.09053289
coupled,0.0,17,300,1.296668,0.986138,0.9900,0.09053289
coupled,0.5,17,0,1.184917,0.877350,0.8802,0.04044847
coupled,0.5,17,15,1.202947,0.990019,0.9900,0.02362344
coupled,0.5,17,30,0.584524,0.994462,0.9900,0.02297121
coupled,0.5,17,45,0.624726,0.993303,0.9900,0.02306752
coupled,0.5,17,60,0.432460,0.992017,0.9900,0.02318521
coupled,0.5,17,75,0.484284,0.991034,0.9900,0.02325042
coupled,0.5,17,90,0.368600,0.990266,0.9900,0.02331196
coupled,0.5,17,105,0.305374,0.989488,0.9900,0.02329985
coupled,0.5,17,120,0.518236,0.989002,0.9900,0.02335187
coupled,0.5,17,135,0.224355,0.988677,0.9900,0.02338352
coupled,0.5,17,150,0.579020,0.988568,0.9900,0.02343903
coupled,0.5,17,165,0.459821,0.988396,0.9900,0.02340925
coupled,0.5,17,180,0.370228,0.988349,0.9900,0.02340623
coupled,0.5,17,195,0.174666,0.988541,0.9900,0.02339708
coupled,0.5,17,210,0.288250,0.988374,0.9900,0.02340486
coupled,0.5,17,225,0.326222,0.988227,0.9900,0.02338003
coupled,0.5,17,240,0.218193,0.988382,0.9900,0.02342116
coupled,0.5,17,255,0.233695,0.988475,0.9900,0.02334798
coupled,0.5,17,270,0.402399,0.988643,0.9900,0.02338828
coupled,0.5,17,285,0.288760,0.988502,0.9900,0.02336910
coupled,0.5,17,300,0.281015,0.988576,0.9900,0.02330790
coupled,1.0,17,0,1.010408,0.883737,0.8802,0.01349623
coupled,1.0,17,15,1.140557,0.989894,0.9900,0.00006589
coupled,1.0,17,30,0.500193,0.994822,0.9900,0.00000859
coupled,1.0,17,45,0.541735,0.993850,0.9900,0.00001300
coupled,1.0,17,60,0.371358,0.992675,0.9900,0.00001920
coupled,1.0,17,75,0.424632,0.991765,0.9900,0.00002376
coupled,1.0,17,90,0.328543,0.991072,0.9900,0.00002942
coupled,1.0,17,105,0.231941,0.990329,0.9900,0.00003037
coupled,1.0,17,120,0.380105,0.989901,0.9900,0.00003387
coupled,1.0,17,135,0.194943,0.989544,0.9900,0.00003517
coupled,1.0,17,150,0.489478,0.989445,0.9900,0.00004055
coupled,1.0,17,165,0.373976,0.989300,0.9900,0.00003788
coupled,1.0,17,180,0.278170,0.989261,0.9900,0.00003725
coupled,1.0,17,195,0.176735,0.989402,0.9900,0.00003645
coupled,1.0,17,210,0.194757,0.989236,0.9900,0.00003734
coupled,1.0,17,225,0.230635,0.989145,0.9900,0.00003662
coupled,1.0,17,240,0.178581,0.989301,0.9900,0.00003981
coupled,1.0,17,255,0.142114,0.989341,0.9900,0.00003428
coupled,1.0,17,270,0.369608,0.989502,0.9900,0.00003588
coupled,1.0,17,285,0.216681,0.989371,0.9900,0.00003617
coupled,1.0,17,300,0.236639,0.989378,0.9900,0.00003137
coupled,-1.0,17,0,1.454933,0.871470,0.8802,0.06966833
coupled,-1.0,17,15,1.436299,0.988530,0.9900,0.04354398
coupled,-1.0,17,30,0.833243,0.993999,0.9900,0.04066179
coupled,-1.0,17,45,0.842745,0.992877,0.9900,0.04035728
coupled,-1.0,17,60,0.650689,0.991538,0.9900,0.04033744
coupled,-1.0,17,75,0.704875,0.990553,0.9900,0.03998598
coupled,-1.0,17,90,0.590045,0.989786,0.9900,0.04000781
coupled,-1.0,17,105,0.525858,0.988975,0.9900,0.03964470
coupled,-1.0,17,120,0.728564,0.988438,0.9900,0.03955704
coupled,-1.0,17,135,0.427204,0.988118,0.9900,0.03952047
coupled,-1.0,17,150,0.777079,0.987984,0.9900,0.03973605
coupled,-1.0,17,165,0.652208,0.987788,0.9900,0.03966448
coupled,-1.0,17,180,0.572482,0.987751,0.9900,0.03962750
coupled,-1.0,17,195,0.367179,0.987913,0.9900,0.03968353
coupled,-1.0,17,210,0.507656,0.987756,0.9900,0.03975389
coupled,-1.0,17,225,0.517503,0.987603,0.9900,0.03959175
coupled,-1.0,17,240,0.410384,0.987688,0.9900,0.03954399
coupled,-1.0,17,255,0.448020,0.987811,0.9900,0.03969715
coupled,-1.0,17,270,0.604441,0.988020,0.9900,0.03980046
coupled,-1.0,17,285,0.501590,0.987935,0.9900,0.03954624
coupled,-1.0,17,300,0.474867,0.988027,0.9900,0.03940526
coupled,0.0,18,0,2.903361,0.885356,0.8758,0.08893156
coupled,0.0,18,15,2.404186,0.988329,0.9900,0.08893156
coupled,0.0,18,30,1.360128,0.991606,0.9900,0.08893156
coupled,0.0,18,45,1.167452,0.990099,0.9900,0.08893156
coupled,0.0,18,60,0.933655,0.989037,0.9900,0.08893156
coupled,0.0,18,75,1.016476,0.988766,0.9900,0.08893156
coupled,0.0,18,90,1.069995,0.988264,0.9900,0.08893156
coupled,0.0,18,105,0.935299,0.987309,0.9900,0.08893156
coupled,0.0,18,120,0.843081,0.986591,0.9900,0.08893156
coupled,0.0,18,135,0.902824,0.985680,0.9900,0.08893156
coupled,0.0,18,150,0.826215,0.984693,0.9900,0.08893156
coupled,0.0,18,165,0.984782,0.983687,0.9900,0.08893156
coupled,0.0,18,180,0.864623,0.983439,0.9900,0.08893156
coupled,0.0,18,195,1.008494,0.982850,0.9900,0.08893156
coupled,0.0,18,210,0.908806,0.982659,0.9900,0.08893156
coupled,0.0,18,225,0.927539,0.982277,0.9900,0.08893156
coupled,0.0,18,240,0.823616,0.982444,0.9900,0.08893156
coupled,0.0,18,255,0.915156,0.982353,0.9900,0.08893156
coupled,0.0,18,270,0.913450,0.982220,0.9900,0.08893156
coupled,0.0,18,285,0.891317,0.982143,0.9900,0.08893156
coupled,0.0,18,300,0.836597,0.982586,0.9900,0.08893156
coupled,0.5,18,0,2.158659,0.898189,0.8758,0.03669201
coupled,0.5,18,15,1.496851,0.989489,0.9900,0.02266516
coupled,0.5,18,30,0.705636,0.992318,0.9900,0.02239868
coupled,0.5,18,45,0.517372,0.990973,0.9900,0.02246137
coupled,0.5,18,60,0.341786,0.990091,0.9900,0.02248713
coupled,0.5,18,75,0.405962,0.989678,0.9900,0.02250594
coupled,0.5,18,90,0.443142,0.989154,0.9900,0.02248176
coupled,0.5,18,105,0.286414,0.988310,0.9900,0.02253921
coupled,0.5,18,120,0.232199,0.987552,0.9900,0.02251831
coupled,0.5,18,135,0.280323,0.986799,0.9900,0.02259203
coupled,0.5,18,150,0.248463,0.985905,0.9900,0.02262132
coupled,0.5,18,165,0.378797,0.984986,0.9900,0.02263991
coupled,0.5,18,180,0.296553,0.984739,0.9900,0.02260532
coupled,0.5,18,195,0.398862,0.984185,0.9900,0.02267682
coupled,0.5,18,210,0.359626,0.984072,0.9900,0.02268451
coupled,0.5,18,225,0.323175,0.983710,0.9900,0.02267057
coupled,0.5,18,240,0.268402,0.983841,0.9900,0.02266050
coupled,0.5,18,255,0.323411,0.983826,0.9900,0.02265053
coupled,0.5,18,270,0.285853,0.983772,0.9900,0.02260708
coupled,0.5,18,285,0.306166,0.983551,0.9900,0.02267783
coupled,0.5,18,300,0.216948,0.983982,0.9900,0.02265496
coupled,1.0,18,0,1.998708,0.905192,0.8758,0.00919437
coupled,1.0,18,15,1.400863,0.989728,0.9900,0.00002143
coupled,1.0,18,30,0.748749,0.992539,0.9900,0.00000896
coupled,1.0,18,45,0.550417,0.991249,0.9900,0.00001082
coupled,1.0,18,60,0.362684,0.990416,0.9900,0.00001488
coupled,1.0,18,75,0.443008,0.989926,0.9900,0.00001531
coupled,1.0,18,90,0.497413,0.989385,0.9900,0.00001607
coupled,1.0,18,105,0.325586,0.988583,0.9900,0.00002058
coupled,1.0,18,120,0.289281,0.987812,0.9900,0.00002182
coupled,1.0,18,135,0.303430,0.987118,0.9900,0.00002705
coupled,1.0,18,150,0.276794,0.986277,0.9900,0.00003036
coupled,1.0,18,165,0.378197,0.985413,0.9900,0.00003353
coupled,1.0,18,180,0.310277,0.985195,0.9900,0.00003089
coupled,1.0,18,195,0.390746,0.984677,0.9900,0.00003813
coupled,1.0,18,210,0.367341,0.984622,0.9900,0.00003713
coupled,1.0,18,225,0.370530,0.984274,0.9900,0.00003567
coupled,1.0,18,240,0.298474,0.984395,0.9900,0.00004074
coupled,1.0,18,255,0.332483,0.984415,0.9900,0.00003618
coupled,1.0,18,270,0.299973,0.984400,0.9900,0.00003483
coupled,1.0,18,285,0.302984,0.984113,0.9900,0.00003815
coupled,1.0,18,300,0.263470,0.984547,0.9900,0.00003854
coupled,-1.0,18,0,2.388353,0.890826,0.8758,0.06180849
coupled,-1.0,18,15,1.736245,0.988649,0.9900,0.04445794
coupled,-1.0,18,30,0.834048,0.991971,0.9900,0.04147019
coupled,-1.0,18,45,0.654099,0.990569,0.9900,0.04079472
coupled,-1.0,18,60,0.464637,0.989605,0.9900,0.04065922
coupled,-1.0,18,75,0.550908,0.989179,0.9900,0.04028227
coupled,-1.0,18,90,0.570278,0.988644,0.9900,0.04018152
coupled,-1.0,18,105,0.417313,0.987769,0.9900,0.03998847
coupled,-1.0,18,120,0.330383,0.987012,0.9900,0.03974951
coupled,-1.0,18,135,0.393713,0.986217,0.9900,0.03977185
coupled,-1.0,18,150,0.339867,0.985287,0.9900,0.03970306
coupled,-1.0,18,165,0.495048,0.984406,0.9900,0.03969184
coupled,-1.0,18,180,0.377086,0.984214,0.9900,0.03952722
coupled,-1.0,18,195,0.501463,0.983698,0.9900,0.03935473
coupled,-1.0,18,210,0.445730,0.983598,0.9900,0.03953799
coupled,-1.0,18,225,0.430297,0.983243,0.9900,0.03933116
coupled,-1.0,18,240,0.366224,0.983413,0.9900,0.03930198
coupled,-1.0,18,255,0.425906,0.983383,0.9900,0.03942007
coupled,-1.0,18,270,0.408614,0.983314,0.9900,0.03929833
coupled,-1.0,18,285,0.408793,0.983116,0.9900,0.03936277
coupled,-1.0,18,300,0.326145,0.983551,0.9900,0.03955814
coupled,0.0,19,0,3.181209,0.884747,1.0003,0.09106489
coupled,0.0,19,15,1.740623,0.984614,0.9900,0.09106489
coupled,0.0,19,30,1.506098,0.984101,0.9900,0.09106489
coupled,0.0,19,45,1.390641,0.983437,0.9900,0.09106489
coupled,0.0,19,60,1.228479,0.983084,0.9900,0.09106489
coupled,0.0,19,75,1.449936,0.982782,0.9900,0.09106489
coupled,0.0,19,90,1.285026,0.982554,0.9900,0.09106489
coupled,0.0,19,105,1.395080,0.982642,0.9900,0.09106489
coupled,0.0,19,120,1.381434,0.982797,0.9900,0.09106489
coupled,0.0,19,135,1.369564,0.982695,0.9900,0.09106489
coupled,0.0,19,150,1.228324,0.982147,0.9900,0.09106489
coupled,0.0,19,165,1.304054,0.982841,0.9900,0.09106489
coupled,0.0,19,180,1.253559,0.982553,0.9900,0.09106489
coupled,0.0,19,195,1.298379,0.982764,0.9900,0.09106489
coupled,0.0,19,210,1.284951,0.982686,0.9900,0.09106489
coupled,0.0,19,225,1.189255,0.982762,0.9900,0.09106489
coupled,0.0,19,240,1.327617,0.982495,0.9900,0.09106489
coupled,0.0,19,255,1.323213,0.982548,0.9900,0.09106489
coupled,0.0,19,270,1.310412,0.982716,0.9900,0.09106489
coupled,0.0,19,285,1.324781,0.982459,0.9900,0.09106489
coupled,0.0,19,300,1.223196,0.982775,0.9900,0.09106489
coupled,0.5,19,0,2.241327,0.898295,1.0003,0.03560180
coupled,0.5,19,15,0.741996,0.986653,0.9900,0.02320467
coupled,0.5,19,30,0.538681,0.986017,0.9900,0.02320542
coupled,0.5,19,45,0.511697,0.985468,0.9900,0.02323566
coupled,0.5,19,60,0.333862,0.985229,0.9900,0.02323388
coupled,0.5,19,75,0.615145,0.984942,0.9900,0.02329755
coupled,0.5,19,90,0.367621,0.984709,0.9900,0.02325388
coupled,0.5,19,105,0.488850,0.984771,0.9900,0.02324321
coupled,0.5,19,120,0.494763,0.984990,0.9900,0.02330523
coupled,0.5,19,135,0.469330,0.984872,0.9900,0.02326895
coupled,0.5,19,150,0.318061,0.984477,0.9900,0.02331745
coupled,0.5,19,165,0.381338,0.984908,0.9900,0.02322359
coupled,0.5,19,180,0.426593,0.984674,0.9900,0.02327260
coupled,0.5,19,195,0.394005,0.984926,0.9900,0.02326829
coupled,0.5,19,210,0.407943,0.984911,0.9900,0.02331562
coupled,0.5,19,225,0.347063,0.984901,0.9900,0.02322456
coupled,0.5,19,240,0.428237,0.984747,0.9900,0.02329735
coupled,0.5,19,255,0.447789,0.984750,0.9900,0.02324966
coupled,0.5,19,270,0.420227,0.984883,0.9900,0.02325667
coupled,0.5,19,285,0.402605,0.984706,0.9900,0.02326213
coupled,0.5,19,300,0.372524,0.984912,0.9900,0.02324541
coupled,1.0,19,0,1.549675,0.909214,1.0003,0.00626283
coupled,1.0,19,15,0.696182,0.987375,0.9900,0.00001764
coupled,1.0,19,30,0.509155,0.986774,0.9900,0.00001941
coupled,1.0,19,45,0.493610,0.986268,0.9900,0.00002048
coupled,1.0,19,60,0.329758,0.986060,0.9900,0.00002064
coupled,1.0,19,75,0.576069,0.985779,0.9900,0.00002289
coupled,1.0,19,90,0.335030,0.985539,0.9900,0.00002306
coupled,1.0,19,105,0.468516,0.985597,0.9900,0.00002258
coupled,1.0,19,120,0.466801,0.985833,0.9900,0.00002441
coupled,1.0,19,135,0.468215,0.985717,0.9900,0.00002376
coupled,1.0,19,150,0.309607,0.985378,0.9900,0.00002622
coupled,1.0,19,165,0.398460,0.985711,0.9900,0.00002204
coupled,1.0,19,180,0.379873,0.985503,0.9900,0.00002392
coupled,1.0,19,195,0.393414,0.985770,0.9900,0.00002333
coupled,1.0,19,210,0.361224,0.985773,0.9900,0.00002419
coupled,1.0,19,225,0.374053,0.985730,0.9900,0.00002108
coupled,1.0,19,240,0.431026,0.985614,0.9900,0.00002359
coupled,1.0,19,255,0.433066,0.985599,0.9900,0.00002222
coupled,1.0,19,270,0.417070,0.985725,0.9900,0.00002272
coupled,1.0,19,285,0.407791,0.985577,0.9900,0.00002375
coupled,1.0,19,300,0.362636,0.985745,0.9900,0.00002146
coupled,-1.0,19,0,2.654089,0.890489,1.0003,0.06248653
coupled,-1.0,19,15,0.997230,0.986097,0.9900,0.04252054
coupled,-1.0,19,30,0.790188,0.985519,0.9900,0.04159007
coupled,-1.0,19,45,0.704408,0.984967,0.9900,0.04080691
coupled,-1.0,19,60,0.517724,0.984728,0.9900,0.04037665
coupled,-1.0,19,75,0.768327,0.984419,0.9900,0.04048672
coupled,-1.0,19,90,0.553987,0.984185,0.9900,0.04042604
coupled,-1.0,19,105,0.665292,0.984236,0.9900,0.04055150
coupled,-1.0,19,120,0.662680,0.984457,0.9900,0.04063090
coupled,-1.0,19,135,0.658504,0.984314,0.9900,0.04051306
coupled,-1.0,19,150,0.492884,0.983878,0.9900,0.04060186
coupled,-1.0,19,165,0.570738,0.984390,0.9900,0.04057480
coupled,-1.0,19,180,0.586135,0.984149,0.9900,0.04032105
coupled,-1.0,19,195,0.580525,0.984396,0.9900,0.04038400
coupled,-1.0,19,210,0.599224,0.984365,0.9900,0.04059577
