regime,d,alpha,seed,kl_noisy,mean_payoff,mean_action,mean_body_out,action_var,convergence_time,w_out_norm2
scaled,100,0.3,16,4.142911,2.839068,0.919457,0.976523,0.04683180,0,1.10587595
scaled,100,0.4,16,3.728150,2.823064,0.927793,0.976984,0.03474084,0,1.10587595
scaled,100,0.5,16,3.358033,2.807065,0.936135,0.977269,0.02442677,0,1.10587595
scaled,100,0.6,16,2.919172,2.790505,0.944772,0.977953,0.01587728,0,1.10587595
scaled,100,0.7,16,2.750228,2.774376,0.953172,0.978102,0.00919565,0,1.10587595
scaled,100,0.8,16,2.630452,2.758196,0.961611,0.978264,0.00430233,0,1.10587595
scaled,100,0.9,16,2.867628,2.742196,0.969954,0.978282,0.00127421,0,1.10587595
scaled,100,1.0,16,2.626697,2.725652,0.978554,0.978554,0.00004040,158,1.10587595
scaled,100,0.0,17,5.603166,2.889000,0.898000,0.958215,0.09159600,0,1.15578951
scaled,100,0.1,17,5.003305,2.877237,0.904128,0.959281,0.07458827,0,1.15578951
scaled,100,0.2,17,4.050599,2.865114,0.910446,0.960232,0.05928135,0,1.15578951
scaled,100,0.3,17,3.257962,2.852585,0.916981,0.961271,0.04574647,0,1.15578951
scaled,100,0.4,17,2.546420,2.839953,0.923552,0.961879,0.03395902,0,1.15578951
scaled,100,0.5,17,2.018235,2.826978,0.930317,0.962633,0.02391742,0,1.15578951
scaled,100,0.6,17,1.678859,2.814081,0.937041,0.963069,0.01562909,0,1.15578951
scaled,100,0.7,17,1.314877,2.800985,0.943874,0.963534,0.00910257,0,1.15578951
scaled,100,0.8,17,1.480182,2.788093,0.950605,0.963756,0.00430628,0,1.15578951
scaled,100,0.9,17,1.261494,2.775070,0.957379,0.963977,0.00128955,0,1.15578951
scaled,100,1.0,17,1.435928,2.762132,0.964130,0.964130,0.00007071,194,1.15578951
scaled,100,0.0,18,4.348482,2.897500,0.906000,0.983911,0.08516400,0,1.37669638
scaled,100,0.1,18,3.841996,2.882525,0.913839,0.984394,0.06927986,0,1.37669638
scaled,100,0.2,18,3.313774,2.867370,0.921776,0.984880,0.05500800,0,1.37669638
scaled,100,0.3,18,2.785385,2.852058,0.929790,0.985299,0.04237505,0,1.37669638
scaled,100,0.4,18,2.500507,2.836815,0.937766,0.985416,0.03137663,0,1.37669638
scaled,100,0.5,18,2.193465,2.821326,0.945876,0.985752,0.02201826,0,1.37669638
scaled,100,0.6,18,2.191139,2.805778,0.954021,0.986034,0.01429988,0,1.37669638
scaled,100,0.7,18,2.047545,2.790575,0.961982,0.985975,0.00823821,0,1.37669638
scaled,100,0.8,18,2.059157,2.775005,0.970129,0.986161,0.00385060,0,1.37669638
scaled,100,0.9,18,2.118515,2.759479,0.978247,0.986275,0.00112780,0,1.37669638
scaled,100,1.0,18,2.063450,2.743778,0.986458,0.986458,0.00002706,0,1.37669638
scaled,100,0.0,19,4.827258,2.880500,0.890500,0.957916,0.09750975,0,1.10007713
scaled,100,0.1,19,3.873645,2.867236,0.897336,0.958861,0.07977880,0,1.10007713
scaled,100,0.2,19,3.880280,2.853730,0.904305,0.959525,0.06380394,0,1.10007713
scaled,100,0.3,19,3.271783,2.839754,0.911495,0.960483,0.04957483,0,1.10007713
scaled,100,0.4,19,2.736238,2.826048,0.918577,0.960693,0.03718809,0,1.10007713
scaled,100,0.5,19,2.494998,2.811934,0.925873,0.961247,0.02649871,0,1.10007713
scaled,100,0.6,19,2.331032,2.798141,0.933001,0.961336,0.01766336,0,1.10007713
scaled,100,0.7,19,1.984553,2.783718,0.940443,0.961846,0.01055430,0,1.10007713
scaled,100,0.8,19,1.964565,2.769294,0.947882,0.962227,0.00529342,0,1.10007713
scaled,100,0.9,19,2.079725,2.755874,0.954799,0.961943,0.00187214,0,1.10007713
scaled,100,1.0,19,2.527998,2.740969,0.962503,0.962503,0.00021253,193,1.10007713
fixed,5,0.0,0,0.101112,2.897500,0.907500,0.960365,0.08394375,0,9.32829694
fixed,5,0.1,0,0.102090,2.887434,0.912840,0.960896,0.06813047,0,9.32829694
fixed,5,0.2,0,0.068088,2.877520,0.918118,0.960589,0.05394416,0,9.32829694
fixed,5,0.3,0,0.089716,2.866950,0.923760,0.961700,0.04126509,0,9.32829694
fixed,5,0.4,0,0.042527,2.856202,0.929461,0.962403,0.03049305,0,9.32829694
fixed,5,0.5,0,0.064076,2.845817,0.934982,0.962465,0.02112573,0,9.32829694
fixed,5,0.6,0,0.072617,2.836265,0.940049,0.961748,0.01367097,0,9.32829694
fixed,5,0.7,0,0.081376,2.825360,0.945835,0.962265,0.00774725,0,9.32829694
fixed,5,0.8,0,0.070060,2.814282,0.951771,0.962838,0.00353718,0,9.32829694
fixed,5,0.9,0,0.066519,2.804547,0.956902,0.962391,0.00111277,0,9.32829694
fixed,5,1.0,0,0.103235,2.792008,0.963616,0.963616,0.00027875,199,9.32829694
fixed,5,0.0,1,0.000000,2.882000,0.896000,0.992595,0.09318400,0,63.40225543
fixed,5,0.1,1,0.019723,2.863909,0.905635,0.992347,0.07611016,0,63.40225543
fixed,5,0.2,1,0.011192,2.845536,0.915417,0.993086,0.06053785,0,63.40225543
fixed,5,0.3,1,0.021173,2.828077,0.924676,0.991586,0.04735712,0,63.40225543
fixed,5,0.4,1,0.000000,2.809075,0.934821,0.993053,0.03491392,0,63.40225543
fixed,5,0.5,1,0.000712,2.791329,0.944248,0.992496,0.02489653,0,63.40225543
fixed,5,0.6,1,0.000000,2.772740,0.954102,0.992837,0.01648318,0,63.40225543
fixed,5,0.7,1,0.003473,2.754549,0.963916,0.993023,0.00982278,0,63.40225543
fixed,5,0.8,1,0.033122,2.736413,0.973561,0.992951,0.00484287,0,63.40225543
fixed,5,0.9,1,0.000488,2.717737,0.983380,0.993089,0.00172391,0,63.40225543
fixed,5,1.0,1,0.024258,2.702270,0.991552,0.991552,0.00092395,158,63.40225543
fixed,5,0.0,2,0.063944,2.878000,0.891500,0.979848,0.09672775,0,50.17042643
fixed,5,0.1,2,0.024409,2.861637,0.900328,0.979776,0.07876258,0,50.17042643
fixed,5,0.2,2,0.000000,2.845234,0.909136,0.979682,0.06264168,0,50.17042643
fixed,5,0.3,2,0.000000,2.828019,0.918447,0.981325,0.04816882,0,50.17042643
fixed,5,0.4,2,0.001586,2.811049,0.927553,0.981632,0.03573033,0,50.17042643
fixed,5,0.5,2,0.016551,2.794468,0.936557,0.981613,0.02507022,0,50.17042643
fixed,5,0.6,2,0.000000,2.777286,0.945781,0.981969,0.01630066,0,50.17042643
fixed,5,0.7,2,0.023527,2.760185,0.954897,0.982067,0.00954818,0,50.17042643
fixed,5,0.8,2,0.000000,2.744966,0.963046,0.980933,0.00480479,0,50.17042643
fixed,5,0.9,2,0.000000,2.727667,0.972571,0.981579,0.00181113,0,50.17042643
fixed,5,1.0,2,0.035568,2.712555,0.980534,0.980534,0.00069864,200,50.17042643
fixed,5,0.0,3,0.113426,2.874000,0.885500,0.999346,0.10138975,0,39.60750917
fixed,5,0.1,3,0.080393,2.852504,0.896895,0.999448,0.08217538,0,39.60750917
fixed,5,0.2,3,0.076110,2.830973,0.908309,0.999547,0.06495555,0,39.60750917
fixed,5,0.3,3,0.086997,2.809451,0.919717,0.999557,0.04976116,0,39.60750917
fixed,5,0.4,3,0.054466,2.787930,0.931125,0.999563,0.03659462,0,39.60750917
fixed,5,0.5,3,0.105844,2.766422,0.942524,0.999547,0.02544760,0,39.60750917
fixed,5,0.6,3,0.093668,2.744893,0.953937,0.999562,0.01631801,0,39.60750917
fixed,5,0.7,3,0.092210,2.723457,0.965303,0.999504,0.00923198,0,39.60750917
fixed,5,0.8,3,0.077893,2.701881,0.976737,0.999547,0.00412708,0,39.60750917
fixed,5,0.9,3,0.097965,2.680343,0.988160,0.999566,0.00105071,0,39.60750917
fixed,5,1.0,3,0.089233,2.658923,0.999511,0.999511,0.00000395,0,39.60750917
fixed,5,0.0,4,0.106036,2.884500,0.892500,0.967513,0.09594375,0,6.53701867
fixed,5,0.1,4,0.135165,2.869944,0.900019,0.967694,0.07859110,0,6.53701867
fixed,5,0.2,4,0.123654,2.855138,0.907675,0.968377,0.06302002,0,6.53701867
fixed,5,0.3,4,0.110513,2.840078,0.915462,0.969041,0.04897109,0,6.53701867
fixed,5,0.4,4,0.138183,2.825236,0.923147,0.969118,0.03664942,0,6.53701867
fixed,5,0.5,4,0.110747,2.808972,0.931478,0.970456,0.02606057,0,6.53701867
fixed,5,0.6,4,0.108315,2.793572,0.939465,0.970775,0.01745416,0,6.53701867
fixed,5,0.7,4,0.074442,2.777974,0.947499,0.971071,0.01029083,0,6.53701867
fixed,5,0.8,4,0.136894,2.763369,0.955017,0.970646,0.00543962,0,6.53701867
fixed,5,0.9,4,0.084772,2.746827,0.963699,0.971610,0.00178992,0,6.53701867
fixed,5,1.0,4,0.104337,2.731782,0.971320,0.971320,0.00028518,198,6.53701867
fixed,5,0.0,5,0.211274,2.897000,0.907000,0.828224,0.08435100,0,20.15655929
fixed,5,0.1,5,0.194416,2.911644,0.899379,0.830790,0.06823267,0,20.15655929
fixed,5,0.2,5,0.244176,2.926550,0.891617,0.830085,0.05371884,0,20.15655929
fixed,5,0.3,5,0.199716,2.941167,0.884178,0.830925,0.04143281,0,20.15655929
fixed,5,0.4,5,0.189174,2.952125,0.878280,0.835200,0.03077837,0,20.15655929
fixed,5,0.5,5,0.183550,2.964232,0.872238,0.837476,0.02201534,0,20.15655929
fixed,5,0.6,5,0.163139,2.978166,0.865015,0.837025,0.01541361,0,20.15655929
fixed,5,0.7,5,0.198548,2.998214,0.854249,0.831642,0.01048757,0,20.15655929
fixed,5,0.8,5,0.206345,3.006788,0.849766,0.835458,0.00832033,0,20.15655929
fixed,5,0.9,5,0.166835,3.025177,0.839494,0.831994,0.00735326,0,20.15655929
fixed,5,1.0,5,0.148439,3.029736,0.838462,0.838462,0.00802480,200,20.15655929
fixed,5,0.0,6,1.387454,2.899000,0.907500,0.269626,0.08394375,0,59.84832790
fixed,5,0.1,6,1.208887,3.022507,0.842746,0.259957,0.06992118,0,59.84832790
fixed,5,0.2,6,1.036180,3.153664,0.774173,0.240867,0.05812389,0,59.84832790
fixed,5,0.3,6,0.845107,3.285422,0.704621,0.231236,0.04834846,0,59.84832790
fixed,5,0.4,6,0.753148,3.427574,0.630610,0.215275,0.03965842,0,59.84832790
fixed,5,0.5,6,0.552958,3.567421,0.556881,0.206261,0.03373752,0,59.84832790
fixed,5,0.6,6,0.431434,3.702993,0.485719,0.204532,0.03169883,0,59.84832790
fixed,5,0.7,6,0.304072,3.830112,0.419549,0.210427,0.02901878,0,59.84832790
fixed,5,0.8,6,0.156883,3.967870,0.347279,0.207224,0.02874619,0,59.84832790
fixed,5,0.9,6,0.041286,4.113169,0.270861,0.200123,0.03130479,0,59.84832790
fixed,5,1.0,6,0.000014,4.227018,0.211067,0.211067,0.04159880,200,59.84832790
fixed,5,0.0,7,0.000000,2.900500,0.905500,0.993557,0.08556975,0,71.01603912
fixed,5,0.1,7,0.047811,2.883332,0.914307,0.993574,0.06936768,0,71.01603912
fixed,5,0.2,7,0.000000,2.866295,0.923020,0.993102,0.05486514,0,71.01603912
fixed,5,0.3,7,0.008113,2.849088,0.931863,0.993377,0.04219956,0,71.01603912
fixed,5,0.4,7,0.005491,2.831834,0.940694,0.993485,0.03093325,0,71.01603912
fixed,5,0.5,7,0.000000,2.814679,0.949513,0.993527,0.02166827,0,71.01603912
fixed,5,0.6,7,0.000000,2.797645,0.958275,0.993458,0.01393026,0,71.01603912
fixed,5,0.7,7,0.000000,2.780212,0.967166,0.993594,0.00793208,0,71.01603912
fixed,5,0.8,7,0.000000,2.763250,0.975886,0.993483,0.00369303,0,71.01603912
fixed,5,0.9,7,0.000000,2.746334,0.984518,0.993298,0.00103924,0,71.01603912
fixed,5,1.0,7,0.000000,2.728685,0.993660,0.993660,0.00016740,182,71.01603912
fixed,5,0.0,8,0.022049,2.904000,0.911500,0.996320,0.08066775,0,23.73264644
fixed,5,0.1,8,0.000000,2.887770,0.919977,0.996267,0.06539402,0,23.73264644
fixed,5,0.2,8,0.011309,2.871420,0.928512,0.996558,0.05171446,0,23.73264644
fixed,5,0.3,8,0.000000,2.855180,0.936995,0.996483,0.03965506,0,23.73264644
fixed,5,0.4,8,0.046033,2.838905,0.945486,0.996464,0.02922810,0,23.73264644
fixed,5,0.5,8,0.013373,2.822507,0.954054,0.996608,0.02030455,0,23.73264644
fixed,5,0.6,8,0.000000,2.806161,0.962580,0.996634,0.01301303,0,23.73264644
fixed,5,0.7,8,0.020952,2.789835,0.971102,0.996646,0.00735997,0,23.73264644
fixed,5,0.8,8,0.000000,2.773501,0.979627,0.996659,0.00333814,0,23.73264644
fixed,5,0.9,8,0.000000,2.756989,0.988243,0.996769,0.00086121,0,23.73264644
fixed,5,1.0,8,0.016725,2.740666,0.996780,0.996780,0.00000947,114,23.73264644
fixed,5,0.0,9,0.371683,2.884000,0.895500,0.929699,0.09357975,0,14.55280450
fixed,5,0.1,9,0.332529,2.876975,0.899189,0.932392,0.07747916,0,14.55280450
fixed,5,0.2,9,0.330987,2.870182,0.902712,0.931560,0.06306960,0,14.55280450
fixed,5,0.3,9,0.330990,2.862986,0.906507,0.932188,0.05035745,0,14.55280450
fixed,5,0.4,9,0.267025,2.854413,0.911070,0.934425,0.03867309,0,14.55280450
fixed,5,0.5,9,0.231502,2.845521,0.915823,0.936147,0.02847195,0,14.55280450
fixed,5,0.6,9,0.295049,2.836267,0.920667,0.937445,0.02030425,0,14.55280450
fixed,5,0.7,9,0.261671,2.825942,0.926116,0.939237,0.01325001,0,14.55280450
fixed,5,0.8,9,0.245586,2.817952,0.930231,0.938914,0.00878642,0,14.55280450
fixed,5,0.9,9,0.246874,2.807679,0.935748,0.940220,0.00483898,0,14.55280450
fixed,5,1.0,9,0.250936,2.803419,0.938249,0.938249,0.00385194,199,14.55280450
fixed,5,0.0,10,6.872101,2.892500,0.901000,0.781103,0.08919900,0,46.53476957
fixed,5,0.1,10,6.833458,2.917814,0.887540,0.766396,0.07026456,0,46.53476957
fixed,5,0.2,10,6.783414,2.946598,0.872298,0.757491,0.05449895,0,46.53476957
fixed,5,0.3,10,6.801926,2.977642,0.855539,0.749464,0.04229977,0,46.53476957
fixed,5,0.4,10,6.708743,3.036291,0.824557,0.709893,0.03401497,0,46.53476957
fixed,5,0.5,10,7.048343,3.308972,0.681615,0.462231,0.04112389,0,46.53476957
fixed,5,0.6,10,6.668039,3.902299,0.369366,0.014943,0.01545647,0,46.53476957
fixed,5,0.7,10,2.992000,4.087088,0.272180,0.002686,0.00884489,0,46.53476957
fixed,5,0.8,10,1.124708,4.247300,0.187954,0.009693,0.00771488,0,46.53476957
fixed,5,0.9,10,0.417821,4.408916,0.102956,0.014284,0.01070882,0,46.53476957
fixed,5,1.0,10,0.076615,4.603134,0.000436,0.000436,0.00017621,6,46.53476957
fixed,5,0.0,11,0.020086,2.887000,0.899000,0.995219,0.09079900,0,36.12404506
fixed,5,0.1,11,0.056797,2.869000,0.908573,0.994725,0.07388193,0,36.12404506
fixed,5,0.2,11,0.063827,2.851027,0.918128,0.994640,0.05872575,0,36.12404506
fixed,5,0.3,11,0.037099,2.833043,0.927694,0.994646,0.04533393,0,36.12404506
fixed,5,0.4,11,0.030634,2.814668,0.937454,0.995136,0.03347489,0,36.12404506
fixed,5,0.5,11,0.040392,2.797161,0.946780,0.994561,0.02376648,0,36.12404506
fixed,5,0.6,11,0.062418,2.778755,0.956576,0.994960,0.01535848,0,36.12404506
fixed,5,0.7,11,0.063154,2.760576,0.966224,0.995034,0.00894738,0,36.12404506
fixed,5,0.8,11,0.058422,2.741980,0.976116,0.995395,0.00409622,0,36.12404506
fixed,5,0.9,11,0.037236,2.724570,0.985355,0.994950,0.00128221,0,36.12404506
fixed,5,1.0,11,0.038302,2.706913,0.994789,0.994789,0.00021722,131,36.12404506
fixed,5,0.0,12,0.199512,2.892500,0.900500,0.997095,0.08959975,0,27.71594380
fixed,5,0.1,12,0.137228,2.873969,0.910154,0.997044,0.07278655,0,27.71594380
fixed,5,0.2,12,0.125215,2.855443,0.919800,0.996998,0.05774642,0,27.71594380
fixed,5,0.3,12,0.109908,2.837077,0.929369,0.996731,0.04451395,0,27.71594380
fixed,5,0.4,12,0.109332,2.818353,0.939129,0.997071,0.03281156,0,27.71594380
fixed,5,0.5,12,0.084674,2.799651,0.948858,0.997217,0.02295478,0,27.71594380
fixed,5,0.6,12,0.072397,2.781257,0.958449,0.997082,0.01489680,0,27.71594380
fixed,5,0.7,12,0.062815,2.762904,0.967990,0.996914,0.00864468,0,27.71594380
fixed,5,0.8,12,0.074777,2.744211,0.977757,0.997071,0.00402131,0,27.71594380
fixed,5,0.9,12,0.040698,2.725962,0.987268,0.996909,0.00116603,0,27.71594380
fixed,5,1.0,12,0.087867,2.707237,0.996997,0.996997,0.00008268,0,27.71594380
fixed,5,0.0,13,0.050421,2.884000,0.897500,0.952554,0.09199375,0,25.72153740
fixed,5,0.1,13,0.066625,2.873802,0.903034,0.952837,0.07455589,0,25.72153740
fixed,5,0.2,13,0.017662,2.862331,0.909225,0.956126,0.05884496,0,25.72153740
fixed,5,0.3,13,0.005612,2.850840,0.915384,0.957112,0.04499416,0,25.72153740
fixed,5,0.4,13,0.000000,2.840380,0.921145,0.956614,0.03308145,0,25.72153740
fixed,5,0.5,13,0.000000,2.827015,0.928309,0.959118,0.02320604,0,25.72153740
fixed,5,0.6,13,0.036367,2.815483,0.934647,0.959411,0.01487030,0,25.72153740
fixed,5,0.7,13,0.023184,2.805009,0.940325,0.958678,0.00856161,0,25.72153740
fixed,5,0.8,13,0.037044,2.792329,0.947063,0.959454,0.00408698,0,25.72153740
fixed,5,0.9,13,0.000000,2.779258,0.954231,0.960534,0.00159085,0,25.72153740
fixed,5,1.0,13,0.001382,2.765401,0.961530,0.961530,0.00094332,198,25.72153740
fixed,5,0.0,14,0.036661,2.906500,0.912500,0.987974,0.07984375,0,42.50569116
fixed,5,0.1,14,0.044981,2.891866,0.920067,0.988173,0.06467861,0,42.50569116
fixed,5,0.2,14,0.000000,2.877045,0.927721,0.988607,0.05107117,0,42.50569116
fixed,5,0.3,14,0.000000,2.862107,0.935471,0.989070,0.03912304,0,42.50569116
fixed,5,0.4,14,0.002425,2.847537,0.942997,0.988742,0.02882282,0,42.50569116
fixed,5,0.5,14,0.025465,2.833151,0.950423,0.988346,0.01997608,0,42.50569116
fixed,5,0.6,14,0.014087,2.817150,0.958710,0.989517,0.01290509,0,42.50569116
fixed,5,0.7,14,0.007278,2.802713,0.966220,0.989243,0.00729376,0,42.50569116
fixed,5,0.8,14,0.000000,2.788015,0.973775,0.989094,0.00332852,0,42.50569116
fixed,5,0.9,14,0.000000,2.771232,0.982367,0.990130,0.00091886,0,42.50569116
fixed,5,1.0,14,0.053016,2.758146,0.989239,0.989239,0.00017584,188,42.50569116
fixed,5,0.0,15,0.431011,2.912500,0.917500,0.869949,0.07569375,0,9.35102297
fixed,5,0.1,15,0.265604,2.920821,0.913079,0.873290,0.06384368,0,9.35102297
fixed,5,0.2,15,0.238694,2.929567,0.908468,0.872340,0.05301777,0,9.35102297
fixed,5,0.3,15,0.149249,2.937376,0.904328,0.873595,0.04319037,0,9.35102297
fixed,5,0.4,15,0.067548,2.945584,0.899830,0.873324,0.03443835,0,9.35102297
fixed,5,0.5,15,0.104529,2.952685,0.896089,0.874678,0.02678276,0,9.35102297
fixed,5,0.6,15,0.064855,2.958516,0.893058,0.876763,0.02032744,0,9.35102297
fixed,5,0.7,15,0.032050,2.966764,0.888696,0.876351,0.01433772,0,9.35102297
fixed,5,0.8,15,0.037731,2.972679,0.885647,0.877683,0.01044693,0,9.35102297
fixed,5,0.9,15,0.026704,2.984157,0.879436,0.875206,0.00737817,0,9.35102297
fixed,5,1.0,15,0.078583,2.987553,0.877713,0.877713,0.00487387,200,9.35102297
fixed,5,0.0,16,0.049889,2.889000,0.900000,0.863858,0.09000000,0,11.88714485
fixed,5,0.1,16,0.028609,2.896580,0.896052,0.860525,0.07392445,0,11.88714485
fixed,5,0.2,16,0.006032,2.902589,0.892920,0.864602,0.05948645,0,11.88714485
fixed,5,0.3,16,0.014706,2.909779,0.889265,0.864218,0.04699679,0,11.88714485
fixed,5,0.4,16,0.000000,2.917410,0.885304,0.863260,0.03561681,0,11.88714485
fixed,5,0.5,16,0.022274,2.922546,0.882589,0.865178,0.02659280,0,11.88714485
fixed,5,0.6,16,0.008374,2.930090,0.878694,0.864490,0.01868195,0,11.88714485
fixed,5,0.7,16,0.000000,2.933501,0.877013,0.867162,0.01217531,0,11.88714485
fixed,5,0.8,16,0.062570,2.943652,0.871942,0.864928,0.00808658,0,11.88714485
fixed,5,0.9,16,0.006658,2.947868,0.869454,0.866060,0.00486890,0,11.88714485
fixed,5,1.0,16,0.003851,2.959622,0.863352,0.863352,0.00402128,200,11.88714485
fixed,5,0.0,17,0.211980,2.898000,0.905500,0.990931,0.08556975,0,18.62502221
fixed,5,0.1,17,0.208324,2.881622,0.914024,0.990744,0.06999727,0,18.62502221
fixed,5,0.2,17,0.236539,2.865209,0.922557,0.990786,0.05593905,0,18.62502221
fixed,5,0.3,17,0.255060,2.848591,0.931219,0.991231,0.04340606,0,18.62502221
fixed,5,0.4,17,0.260494,2.832649,0.939496,0.990490,0.03268288,0,18.62502221
fixed,5,0.5,17,0.261762,2.816253,0.948058,0.990615,0.02330964,0,18.62502221
fixed,5,0.6,17,0.262436,2.800201,0.956440,0.990400,0.01570736,0,18.62502221
fixed,5,0.7,17,0.287015,2.783869,0.964919,0.990385,0.00954036,0,18.62502221
fixed,5,0.8,17,0.233963,2.767063,0.973656,0.990696,0.00490427,0,18.62502221
fixed,5,0.9,17,0.257981,2.751373,0.981771,0.990246,0.00183188,0,18.62502221
fixed,5,1.0,17,0.299894,2.735180,0.990228,0.990228,0.00031161,49,18.62502221
fixed,5,0.0,18,0.014280,2.898500,0.907500,0.940097,0.08394375,0,8.34393428
fixed,5,0.1,18,0.013759,2.892234,0.910819,0.940688,0.06867769,0,8.34393428
fixed,5,0.2,18,0.004002,2.886085,0.914092,0.940459,0.05506555,0,8.34393428
fixed,5,0.3,18,0.004445,2.879839,0.917343,0.940311,0.04294625,0,8.34393428
fixed,5,0.4,18,0.000000,2.872246,0.921333,0.942083,0.03237934,0,8.34393428
fixed,5,0.5,18,0.000000,2.866059,0.924627,0.941753,0.02316005,0,8.34393428
fixed,5,0.6,18,0.000000,2.860340,0.927632,0.941054,0.01559243,0,8.34393428
fixed,5,0.7,18,0.000000,2.852554,0.931807,0.942224,0.00968610,0,8.34393428
fixed,5,0.8,18,0.000000,2.849456,0.933319,0.939774,0.00523891,0,8.34393428
fixed,5,0.9,18,0.000000,2.837684,0.939682,0.943258,0.00204816,0,8.34393428
fixed,5,1.0,18,0.000000,2.835259,0.941022,0.941022,0.00083538,200,8.34393428
fixed,5,0.0,19,0.469557,2.893500,0.901500,0.551884,0.08879775,0,6.86046112
fixed,5,0.1,19,0.476161,2.960453,0.866226,0.548763,0.07402044,0,6.86046112
fixed,5,0.2,19,0.381651,3.028512,0.830363,0.545816,0.06053046,0,6.86046112
fixed,5,0.3,19,0.350846,3.094844,0.795440,0.547967,0.04938416,0,6.86046112
fixed,5,0.4,19,0.307856,3.165231,0.757980,0.542700,0.03820200,0,6.86046112
fixed,5,0.5,19,0.238394,3.232026,0.723200,0.544901,0.02999939,0,6.86046112
fixed,5,0.6,19,0.254709,3.301707,0.686065,0.542441,0.02316117,0,6.86046112
fixed,5,0.7,19,0.221460,3.372516,0.649084,0.540905,0.01742637,0,6.86046112
fixed,5,0.8,19,0.180282,3.438696,0.613831,0.541914,0.01370740,0,6.86046112
fixed,5,0.9,19,0.171417,3.505903,0.578636,0.542763,0.01078696,0,6.86046112
fixed,5,1.0,19,0.214869,3.580878,0.539804,0.539804,0.01047475,200,6.86046112
fixed,10,0.0,0,0.192743,2.881500,0.894000,0.960297,0.09476400,0,7.15136149
fixed,10,0.1,0,0.189417,2.869051,0.900717,0.961166,0.07725011,0,7.15136149
fixed,10,0.2,0,0.121322,2.856295,0.907600,0.962001,0.06147258,0,7.15136149
fixed,10,0.3,0,0.101549,2.843032,0.914740,0.963132,0.04750674,0,7.15136149
fixed,10,0.4,0,0.058146,2.830030,0.921763,0.963407,0.03528322,0,7.15136149
fixed,10,0.5,0,0.066866,2.817617,0.928477,0.962953,0.02489548,0,7.15136149
fixed,10,0.6,0,0.063844,2.803730,0.935916,0.963861,0.01647924,0,7.15136149
fixed,10,0.7,0,0.145993,2.791320,0.942624,0.963463,0.00977761,0,7.15136149
fixed,10,0.8,0,0.071871,2.777744,0.949867,0.963833,0.00470077,0,7.15136149
fixed,10,0.9,0,0.072832,2.764364,0.957089,0.964099,0.00162788,0,7.15136149
fixed,10,1.0,0,0.115010,2.751362,0.964176,0.964176,0.00026353,199,7.15136149
fixed,10,0.0,1,0.492213,2.901500,0.910500,0.982314,0.08148975,0,6.48310711
fixed,10,0.1,1,0.356284,2.887767,0.917740,0.982896,0.06634031,0,6.48310711
fixed,10,0.2,1,0.246891,2.873818,0.925096,0.983479,0.05269576,0,6.48310711
fixed,10,0.3,1,0.223027,2.859834,0.932462,0.983706,0.04069820,0,6.48310711
fixed,10,0.4,1,0.144732,2.845497,0.939998,0.984245,0.03018398,0,6.48310711
fixed,10,0.5,1,0.117896,2.831397,0.947455,0.984411,0.02119177,0,6.48310711
fixed,10,0.6,1,0.098299,2.816953,0.955047,0.984744,0.01374959,0,6.48310711
fixed,10,0.7,1,0.142325,2.802549,0.962641,0.984987,0.00797700,0,6.48310711
fixed,10,0.8,1,0.141673,2.788291,0.970176,0.985095,0.00377287,0,6.48310711
fixed,10,0.9,1,0.126247,2.774215,0.977570,0.985022,0.00112070,0,6.48310711
fixed,10,1.0,1,0.140491,2.759670,0.985250,0.985250,0.00006700,169,6.48310711
fixed,10,0.0,2,0.049570,2.908500,0.913500,0.954426,0.07901775,0,9.04173394
fixed,10,0.1,2,0.022017,2.900052,0.917796,0.956459,0.06414445,0,9.04173394
fixed,10,0.2,2,0.000000,2.891084,0.922358,0.957788,0.05077128,0,9.04173394
fixed,10,0.3,2,0.000000,2.881558,0.927219,0.959230,0.03902603,0,9.04173394
fixed,10,0.4,2,0.000000,2.872090,0.932047,0.959868,0.02886301,0,9.04173394
fixed,10,0.5,2,0.000000,2.862192,0.937078,0.960657,0.02008715,0,9.04173394
fixed,10,0.6,2,0.000000,2.852011,0.942253,0.961422,0.01295930,0,9.04173394
fixed,10,0.7,2,0.000000,2.841772,0.947513,0.962090,0.00753086,0,9.04173394
fixed,10,0.8,2,0.000000,2.832523,0.952228,0.961910,0.00356300,0,9.04173394
fixed,10,0.9,2,0.000000,2.822133,0.957461,0.962346,0.00113282,0,9.04173394
fixed,10,1.0,2,0.000000,2.810967,0.963231,0.963231,0.00026844,194,9.04173394
fixed,10,0.0,3,0.356655,2.876500,0.889000,0.889635,0.09867900,0,24.15267374
fixed,10,0.1,3,0.310255,2.875744,0.889468,0.893681,0.07920157,0,24.15267374
fixed,10,0.2,3,0.289049,2.873779,0.890522,0.896609,0.06176638,0,24.15267374
fixed,10,0.3,3,0.275016,2.873416,0.890755,0.894848,0.04662187,0,24.15267374
fixed,10,0.4,3,0.242520,2.869917,0.892293,0.897232,0.03407922,0,24.15267374
fixed,10,0.5,3,0.259040,2.868748,0.893212,0.897425,0.02368597,0,24.15267374
fixed,10,0.6,3,0.243445,2.871202,0.892037,0.894061,0.01545198,0,24.15267374
fixed,10,0.7,3,0.282698,2.865153,0.895078,0.897682,0.00927434,0,24.15267374
fixed,10,0.8,3,0.250287,2.858731,0.898514,0.900892,0.00527001,0,24.15267374
